@relation mesocyclone

@attribute baseHt real
@attribute depth real
@attribute coreDepth real
@attribute baseDiam real
@attribute baseShear real
@attribute baseVrot real
@attribute baseGTGVD real
@attribute maxShear real
@attribute maxVrot real
@attribute meanStrength real
@attribute MaxStrength real
@attribute meanReflectivity real
@attribute maxReflectivity real
@attribute class real

@data
     0.47356     0.50081     0.42571     0.53641     0.00690     0.05042     0.06087     0.00407     0.09917     0.04167     0.00000     0.54864     0.62711     0.00000
     0.00029     0.02522     0.04490     0.01666     0.32412     0.20168     0.08696     0.31226     0.13223     0.06250     0.08333     0.08545     0.10672     0.00000
     0.00029     0.03075     0.05453     0.02125     0.31890     0.21849     0.17391     0.33969     0.21488     0.10417     0.12500     0.01846     0.04743     0.00000
     0.00067     0.05195     0.09186     0.03059     0.22270     0.14286     0.14783     0.20906     0.08264     0.04167     0.04167     0.13425     0.13851     0.00000
     0.00802     0.49129     0.41027     0.31689     0.02597     0.07563     0.08696     0.00888     0.00826     0.02083     0.04167     0.71452     0.73325     0.00000
     0.00029     0.03351     0.05934     0.00659     0.42482     0.24370     0.12174     0.41473     0.17355     0.06250     0.08333     0.12306     0.24733     0.00000
     0.00049     0.04790     0.08462     0.01074     0.29372     0.14286     0.15652     0.32513     0.07438     0.04167     0.04167     0.07250     0.07513     0.00000
     0.00083     0.06290     0.11111     0.14399     0.08383     0.13445     0.13913     0.20210     0.09091     0.04167     0.04167     0.09127     0.12628     0.00000
     0.00077     0.03324     0.05937     0.02671     0.26884     0.18487     0.07826     0.25601     0.11570     0.06250     0.08333     0.11973     0.16112     0.00000
     0.00042     0.03345     0.05937     0.15109     0.16151     0.37815     0.32174     0.16935     0.30579     0.10417     0.16667     0.07984     0.18232     0.00000
     0.00034     0.03488     0.06178     0.04179     0.17163     0.10924     0.11304     0.21601     0.08264     0.04167     0.04167     0.02904     0.04162     0.00000
     0.00048     0.04240     0.07503     0.02458     0.29790     0.21008     0.15652     0.28558     0.17355     0.08333     0.08333     0.03918     0.09291     0.00000
     0.00807     0.55360     0.46699     1.00000     0.00495     0.18487     0.13043     0.00008     0.11570     0.04167     0.04167     0.63523     0.69118     0.00000
     0.00058     0.04233     0.07500     0.00109     0.43688     0.21849     0.20000     0.42700     0.14876     0.08333     0.08333     0.09328     0.02531     0.00000
     0.00709     0.46833     0.38094     0.49010     0.06210     0.47059     0.35652     0.04564     0.39669     0.10417     0.16667     0.65416     0.74102     0.00000
     0.00780     0.68124     0.75303     0.47580     0.01842     0.11765     0.10435     0.01357     0.24793     0.04167     0.08333     0.71759     0.67200     0.00000
     0.00031     0.03902     0.06895     0.03217     0.16596     0.07563     0.05217     0.22849     0.00826     0.00000     0.00000     0.15244     0.30110     0.00000
     0.68732     0.41401     0.72101     0.09367     0.15265     0.21008     0.26087     0.13778     0.14050     0.12500     0.12500     0.31024     0.30882     0.00000
     0.38215     0.63184     0.71506     0.26874     0.03599     0.09244     0.12174     0.05878     0.21488     0.09722     0.04167     0.70628     0.69511     0.00000
     0.00579     0.88003     0.77782     0.45332     0.01545     0.08403     0.13913     0.05668     0.20661     0.08333     0.04167     0.69918     0.71041     0.00000
     0.00016     0.03158     0.05584     0.02850     0.16022     0.05882     0.06087     0.14548     0.02479     0.02083     0.04167     0.13551     0.10052     0.00000
     0.00027     0.03705     0.06548     0.05965     0.19255     0.19328     0.12174     0.17838     0.12397     0.04167     0.08333     0.09955     0.13747     0.00000
     0.24950     0.37039     0.40897     0.36572     0.04019     0.19328     0.19130     0.19223     0.16529     0.06944     0.08333     0.61897     0.81618     0.00000
     0.73487     0.41037     0.71468     0.26598     0.04005     0.10924     0.14783     0.02320     0.07438     0.02083     0.04167     0.38529     0.53676     0.00000
     0.39092     0.63859     0.71270     0.59376     0.01814     0.17647     0.11304     0.01293     0.10744     0.01389     0.00000     0.67074     0.61491     0.00000
     0.24424     0.24933     0.43422     0.04401     0.15588     0.09244     0.17391     0.16431     0.09091     0.04167     0.04167     0.70598     0.75000     0.00000
     0.00020     0.03086     0.05463     0.02557     0.26574     0.17647     0.12174     0.25285     0.10744     0.06250     0.08333     0.14037     0.27406     0.00000
     0.36752     0.60313     0.68512     0.25079     0.03345     0.06723     0.09565     0.01649     0.21488     0.01389     0.00000     0.58685     0.63235     0.00000
