@relation Clustering_mesocyclone

@attribute baseHt real
@attribute depth real
@attribute coreDepth real
@attribute baseDiam real
@attribute baseShear real
@attribute baseVrot real
@attribute baseGTGVD real
@attribute maxShear real
@attribute maxVrot real
@attribute meanStrength real
@attribute MaxStrength real
@attribute meanReflectivity real
@attribute maxReflectivity real
@attribute class real
@attribute id real
@attribute cluster real

@data

     3.64916     6.56961     3.36881    10.55064     1.18476     6.25000     8.50000     1.87888     9.75000     2.00000     1.00000    31.28251    46.64362     5.00000     1.00000   318.00000
     2.00239     8.00160     3.74383     9.58825     3.12883    15.00000    21.50000     3.12883    20.00000     2.25000     3.00000    36.82663    57.50000     1.00000   504.00000   318.00000
     0.00700     0.70084     0.70784     1.38204    16.28028    11.25000    15.00000    17.83715    13.25000     3.50000     4.00000    -3.26357     7.22541     0.00000     3.00000  1098.00000
     0.00994     0.96550     0.97544     1.54826    11.62597     9.00000    13.50000    11.62597     9.25000     2.00000     2.00000     4.28156    13.41888     0.00000     4.00000   920.00000
     0.06654     6.45076     3.25815     6.64374     2.10725     7.00000    10.00000     2.10725     7.00000     1.50000     2.00000    42.09163    53.86114     0.00000     5.00000   318.00000
     0.00703     0.73525     0.74228     1.12121    21.40540    12.00000    12.00000    21.40540    12.00000     2.50000     3.00000     3.55218    20.81818     0.00000     6.00000  1098.00000
     0.00858     0.91495     0.92353     1.19506    15.06206     9.00000    14.00000    17.14474     9.00000     2.00000     2.00000     0.25763     9.10870    10.00000     7.00000  1098.00000
     0.01119     1.10223     1.11342     3.56647     4.90681     8.75000    13.00000    11.29485     9.50000     2.00000     2.00000     1.48059    12.58696   100.00000     8.00000   920.00000
     0.01067     0.73184     0.74251     1.47925    13.85839    10.25000     9.50000    13.85839    10.25000     2.50000     3.00000     3.33515    14.95649     0.00000     9.00000  1098.00000
     0.00803     0.73449     0.74251     3.69284     8.66542    16.00000    23.50000     9.73759    16.00000     3.50000     5.00000     0.73616    16.39754     0.00000    10.00000   920.00000
     0.00740     0.75238     0.75978     1.74772     9.15476     8.00000    11.50000    11.95653     9.25000     2.00000     2.00000    -2.57447     6.83031     0.00000    11.00000   920.00000
     0.00848     0.84627     0.85475     1.44128    15.26421    11.00000    14.00000    15.26421    12.00000     3.00000     3.00000    -1.91327    10.31818     0.00000    12.00000  1098.00000
     0.06692     7.22871     3.66474    18.80148     1.09034    10.25000    12.50000     1.68886    10.25000     2.00000     2.00000    36.92458    51.00000     0.00000    13.00000   318.00000
     0.00922     0.84532     0.85455     1.02324    21.98892    11.25000    16.50000    21.98892    11.25000     3.00000     3.00000     1.61166     5.72101     0.00000    14.00000  1098.00000
     0.05937     6.16414     3.04789     9.72649     3.85545    18.75000    25.50000     3.85545    18.75000     3.50000     5.00000    38.15842    54.38929     0.00000    15.00000   456.00000
     0.06482     8.82234     5.71540     9.47200     1.74198     8.25000    11.00000     2.33032    14.25000     2.00000     3.00000    42.29149    49.69604     0.00000    16.00000   318.00000
     0.00715     0.80406     0.81121     1.57650     8.88043     7.00000     8.00000    12.54978     7.00000     1.00000     1.00000     5.46635    24.47464     0.00000    17.00000   920.00000
     5.29423     5.48587     5.48587     2.67106     8.23643    11.00000    20.00000     8.23643    11.00000     4.00000     4.00000    15.74881    25.00000     0.00000    18.00000   164.00000
     2.94574     8.20551     5.44321     5.78687     2.59208     7.50000    12.00000     4.48007    13.25000     3.33333     2.00000    41.55439    51.26732     0.00000    19.00000   914.00000
     0.04934    11.30434     5.89315     9.07195     1.59833     7.25000    13.00000     4.38019    13.00000     3.00000     2.00000    41.09177    52.30764     0.00000    20.00000   456.00000
     0.00605     0.71115     0.71720     1.51113     8.60282     6.50000     8.50000     8.60282     7.50000     1.50000     2.00000     4.36367    10.83536     0.00000    21.00000   920.00000
     0.00684     0.77949     0.78633     2.06546    10.16723    10.50000    12.00000    10.16723    10.50000     2.00000     3.00000     2.02015    13.34783     0.00000    22.00000   920.00000
     1.92485     4.94135     3.24881     7.51288     2.79520    10.50000    16.00000    10.82560    11.75000     2.66667     3.00000    35.86542    59.50000     0.00000    23.00000   318.00000
     5.66015     5.44048     5.44048     5.73776     2.78854     8.00000    13.50000     2.78854     9.00000     1.50000     2.00000    20.63889    40.50000     0.00000    24.00000   164.00000
     3.01320     8.28988     5.42629    11.57141     1.72840    10.00000    11.50000     2.29993    10.00000     1.33333     1.00000    39.23879    45.81358     0.00000    25.00000   318.00000
     1.88437     3.42985     3.42985     1.78719     8.39307     7.50000    15.00000     9.49825     9.50000     2.00000     2.00000    41.53478    55.00000     0.00000    26.00000   914.00000
     0.00635     0.70221     0.70856     1.45898    13.70824    10.00000    12.00000    13.70824    10.00000     2.50000     3.00000     4.68025    22.63636     0.00000    27.00000  1098.00000
     2.83313     7.84708     5.22852     5.46730     2.46923     6.75000    10.50000     2.46923    13.25000     1.33333     1.00000    33.77226    47.00000     0.00000    28.00000   914.00000
     0.06282    11.74784     5.99171     2.94033     6.63192     9.75000    18.50000     6.63192    15.25000     2.25000     3.00000    36.66367    50.56633     0.00000    29.00000   456.00000
     2.91395     5.48940     5.48940     5.68827     3.95551    11.25000    19.50000     3.95551    11.25000     3.00000     4.00000    19.57755    43.53736     0.00000    30.00000   164.00000
     0.05938     5.59562     5.65500     8.59181     1.97863     8.50000    13.50000     4.06092    11.75000     3.00000     4.00000    37.48956    47.26430     0.00000    31.00000   318.00000
     5.10168     3.15076     3.15076     1.71204     9.92969     8.50000    16.50000     9.92969    12.25000     2.50000     2.00000    31.40000    44.50000     0.00000    32.00000   764.00000
     5.26708     3.19429     3.19429     1.84501     7.85902     7.25000    14.50000     7.85902    11.00000     1.50000     1.00000    47.60625    54.00000     0.00000    33.00000   764.00000
