@relation ClusterCenter_mesocyclone

@attribute baseHt real
@attribute depth real
@attribute coreDepth real
@attribute baseDiam real
@attribute baseShear real
@attribute baseVrot real
@attribute baseGTGVD real
@attribute maxShear real
@attribute maxVrot real
@attribute meanStrength real
@attribute MaxStrength real
@attribute meanReflectivity real
@attribute maxReflectivity real
@attribute class real
@attribute id real

@data

     0.01065     1.01678     1.02743     3.07009     6.02589     9.25000    12.50000     9.28724     9.75000     2.00000     2.00000    11.17107    14.95454     0.00000   920.00000
     1.98351     5.27195     3.62898     9.62601     2.23353    10.75000    12.00000     3.92059    14.50000     1.66667     2.00000    41.03891    58.83987     0.00000   318.00000
     3.10820     3.03306     3.03306     4.82377     3.73152     9.00000    14.50000     3.73152     9.75000     1.00000     1.00000    31.55208    42.00000     0.00000   392.00000
     2.27920     8.14381     4.07641     2.15538    22.26983    24.00000    46.00000    22.26983    24.00000     5.25000     9.00000    39.36340    60.50000     1.00000   641.00000
     5.55215     3.61714     3.61714     9.45726     3.38364    16.00000    19.50000     5.92794    16.75000     3.50000     2.00000    51.71429    59.00000     1.00000   340.00000
     0.00754     0.76539     0.77293     1.20165    15.81153     9.50000    12.00000    15.81153    11.75000     2.33333     3.00000    13.35332    18.50000     0.00000  1098.00000
     0.03779     8.80182     4.54867     4.97903     6.32653    15.75000    26.00000     8.26295    20.50000     5.00000     7.00000    36.27161    61.50000     1.00000   456.00000
     1.92181     5.36400     3.58820     3.72656     4.69602     8.75000    13.00000     5.04044    14.75000     2.66667     3.00000    35.84100    59.00000     0.00000   914.00000
     3.68994     3.42855     3.42855     3.81476     6.94670    13.25000    18.50000     6.94670    13.25000     3.50000     4.00000    39.14664    50.00000     0.00000   764.00000
     5.79232     4.36461     4.36461     6.02526     3.81726    11.50000    13.50000     6.75904    11.50000     2.50000     2.00000    28.66296    44.00000     0.00000   164.00000
